  x (normalized)   y (normalized)    zenith (um)   horizon (um)      z-grad (um)    r-grad (um)
   2.9661775e-01  -7.5295278e-01   2.5521837e-03   4.7451324e-04   1.5297028e-02  -3.9775480e-03
   2.9661775e-01  -7.3774159e-01  -2.9264421e-03   6.0529373e-04   9.0910532e-03  -2.7932707e-03
   2.9661775e-01  -7.2253040e-01  -1.0166375e-02   2.9318723e-03   3.0312280e-03  -1.6165204e-03
   2.9661775e-01  -7.0731926e-01  -1.6293349e-02   4.0952881e-03  -2.8391592e-03  -4.4109219e-04
   2.9661775e-01  -6.9210807e-01  -1.9130662e-02   2.4049082e-03  -8.4637074e-03   7.2453607e-04
   2.9661775e-01  -6.7689693e-01  -2.0369701e-02   7.3880178e-04  -1.3976601e-02   1.8873733e-03
   2.9661775e-01  -6.6168574e-01  -1.6738582e-02   9.8823199e-04  -1.9567693e-02   3.0556846e-03
   2.9661775e-01  -6.4647460e-01  -1.0241208e-02   1.7086199e-03  -2.5016924e-02   4.2223748e-03
   2.9661775e-01  -6.3126341e-01  -4.2859007e-03   2.6737076e-03  -3.0302105e-02   5.3964381e-03
   2.9661775e-01  -6.1605227e-01   6.4031834e-04   8.3661073e-04  -3.5301100e-02   6.5312713e-03
   2.9661775e-01  -6.0084108e-01   2.9237057e-03   6.8692099e-04  -4.0241245e-02   7.6778006e-03
   2.9661775e-01  -5.8562994e-01   3.4293106e-03  -2.4363001e-04  -4.5138728e-02   8.8398059e-03
   2.9661775e-01  -5.7041875e-01   2.3210665e-03  -4.5153175e-04  -4.9873305e-02   9.9892511e-03
   2.9661775e-01  -5.5520759e-01  -1.4351470e-03   3.8065847e-04  -5.4393672e-02   1.1113370e-02
   2.9661775e-01  -5.3999642e-01  -6.4716239e-03   1.3501867e-03  -5.8825807e-02   1.2243448e-02
   2.9661775e-01  -5.2478526e-01  -1.2924582e-02   2.2485182e-03  -6.3160401e-02   1.3366615e-02
   2.9661775e-01  -5.0957409e-01  -1.6483062e-02   1.9715453e-03  -6.7300359e-02   1.4486167e-02
   2.9661775e-01  -4.9436292e-01  -1.7653934e-02   8.7964576e-04  -7.1342349e-02   1.5597111e-02
   2.9661775e-01  -4.7915176e-01  -1.4911776e-02   3.1195335e-04  -7.5288915e-02   1.6696511e-02
   2.9661775e-01  -4.6394059e-01  -9.8301894e-03  -2.0341957e-04  -7.9096348e-02   1.7787946e-02
   2.9661775e-01  -4.4872942e-01  -4.2549974e-03  -8.7139428e-04  -8.2761889e-02   1.8875396e-02
   2.9661775e-01  -4.3351826e-01   9.6034834e-04  -2.0213381e-03  -8.6297821e-02   1.9954376e-02
   2.9661775e-01  -4.1830709e-01   5.1926698e-03  -3.4169188e-03  -9.0458092e-02   2.1268777e-02
   2.9661775e-01   4.1830709e-01   5.2782877e-03   2.9487162e-03  -9.0457652e-02   2.1268619e-02
   2.9661775e-01   4.3351826e-01   9.0049551e-04   1.2965998e-03  -8.6303121e-02   1.9956214e-02
   2.9661775e-01   4.4872942e-01  -4.2894236e-03   5.8511015e-04  -8.2763814e-02   1.8875633e-02
   2.9661775e-01   4.6394059e-01  -9.8661240e-03  -1.9162836e-04  -7.9096734e-02   1.7788027e-02
   2.9661775e-01   4.7915176e-01  -1.4942254e-02  -1.0303942e-03  -7.5289237e-02   1.6696528e-02
   2.9661775e-01   4.9436292e-01  -1.7678738e-02  -1.5799029e-03  -7.1342518e-02   1.5597081e-02
   2.9661775e-01   5.0957409e-01  -1.6509921e-02  -1.7142986e-03  -6.7299896e-02   1.4486121e-02
   2.9661775e-01   5.2478526e-01  -1.2948203e-02  -1.6863612e-03  -6.3159973e-02   1.3366649e-02
   2.9661775e-01   5.3999642e-01  -6.4861477e-03  -1.4249155e-03  -5.8826409e-02   1.2243621e-02
   2.9661775e-01   5.5520759e-01  -1.4294851e-03  -9.6693504e-04  -5.4393878e-02   1.1113412e-02
   2.9661775e-01   5.7041875e-01   2.3250333e-03  -4.7890028e-04  -4.9872459e-02   9.9892353e-03
   2.9661775e-01   5.8562994e-01   3.4875653e-03  -1.0791812e-04  -4.5143805e-02   8.8409716e-03
   2.9661775e-01   6.0084108e-01   3.0072104e-03   2.9904930e-04  -4.0254165e-02   7.6808898e-03
   2.9661775e-01   6.1605227e-01   5.5533947e-04   2.5862669e-06  -3.5304366e-02   6.5327331e-03
   2.9661775e-01   6.3126341e-01  -4.1966978e-03  -5.6483971e-04  -3.0300833e-02   5.3962533e-03
   2.9661775e-01   6.4647460e-01  -1.0203642e-02  -1.0165425e-03  -2.5015420e-02   4.2228886e-03
   2.9661775e-01   6.6168574e-01  -1.6694376e-02  -1.8977808e-03  -1.9567787e-02   3.0557938e-03
   2.9661775e-01   6.7689693e-01  -2.0334033e-02  -2.9121208e-03  -1.3976008e-02   1.8874851e-03
   2.9661775e-01   6.9210807e-01  -1.9096559e-02  -2.7404091e-03  -8.4636991e-03   7.2468034e-04
   2.9661775e-01   7.0731926e-01  -1.6263162e-02  -2.2411596e-03  -2.8396082e-03  -4.4095740e-04
   2.9661775e-01   7.2253040e-01  -1.0144459e-02  -1.0628293e-03   3.0312466e-03  -1.6164481e-03
   2.9661775e-01   7.3774159e-01  -2.9095738e-03   2.6495139e-04   9.0915204e-03  -2.7933489e-03
   2.9661775e-01   7.5295278e-01   2.5692914e-03   1.0089653e-03   1.5296865e-02  -3.9777716e-03
   2.9661775e-01   7.6816392e-01   4.5814679e-03   1.0563493e-03   2.1616550e-02  -5.1579624e-03
   2.9661775e-01   7.8337511e-01   4.5273363e-03   1.2466290e-03   2.8128945e-02  -6.3498731e-03
   2.9661775e-01   7.9858625e-01   2.4106263e-03   7.9302914e-04   3.4697420e-02  -7.5259439e-03
   2.9661775e-01   8.1379744e-01  -1.3966521e-03   1.0250855e-04   4.1361644e-02  -8.6937806e-03
   2.9661775e-01   8.2900858e-01  -6.9674247e-03  -1.3858275e-04   4.8150509e-02  -9.8612784e-03
   2.9661775e-01   8.4421977e-01  -1.3643316e-02  -7.3591692e-04   5.5091494e-02  -1.1022865e-02
   2.9661775e-01   8.5943091e-01  -1.8756246e-02  -1.5012758e-03   6.2168899e-02  -1.2182504e-02
   2.9661775e-01   8.7464210e-01  -1.9348629e-02  -2.1536685e-03   6.9383314e-02  -1.3341829e-02
   2.9661775e-01   8.8985324e-01  -1.6380976e-02  -2.5508675e-03   7.6750729e-02  -1.4522466e-02
   2.9661775e-01   9.0506443e-01  -7.3425523e-03  -2.0508240e-03   8.4395203e-02  -1.5708566e-02
   3.1182892e-01  -9.0506443e-01  -2.1079082e-03  -4.1016225e-03   8.6836450e-02  -1.6075108e-02
   3.1182892e-01  -8.8985324e-01  -8.9594796e-03  -4.4522548e-03   7.9296595e-02  -1.4911745e-02
   3.1182892e-01  -8.7464210e-01  -1.2962518e-02  -1.8223799e-03   7.1890550e-02  -1.3744883e-02
   3.1182892e-01  -8.5943091e-01  -1.2682528e-02   8.4746268e-03   6.4706115e-02  -1.2599837e-02
   3.1182892e-01  -8.4421977e-01  -9.7403935e-03   7.7933089e-03   5.7612959e-02  -1.1438856e-02
   3.1182892e-01  -8.2900858e-01  -5.1420098e-03   4.6499561e-03   5.0675764e-02  -1.0281154e-02
   3.1182892e-01  -8.1379744e-01  -1.1546772e-04  -2.0096719e-03   4.3883519e-02  -9.1223599e-03
   3.1182892e-01  -7.9858625e-01   2.8104906e-03  -2.8624865e-03   3.7161834e-02  -7.9525427e-03
   3.1182892e-01  -7.8337511e-01   5.0230023e-03  -1.4444828e-03   3.0575749e-02  -6.7841214e-03
   3.1182892e-01  -7.6816392e-01   5.2514358e-03   5.5109241e-05   2.4119723e-02  -5.6128312e-03
   3.1182892e-01  -7.5295278e-01   3.5301567e-03   1.2504708e-03   1.7783338e-02  -4.4387409e-03
   3.1182892e-01  -7.3774159e-01  -8.4215651e-04   5.0560367e-04   1.1605763e-02  -3.2691037e-03
   3.1182892e-01  -7.2253040e-01  -6.0895709e-03   2.5396053e-03   5.5775859e-03  -2.1077224e-03
   3.1182892e-01  -7.0731926e-01  -1.1571436e-02   1.9297538e-03  -3.3858827e-04  -9.3781815e-04
   3.1182892e-01  -6.9210807e-01  -1.3933350e-02  -9.3810128e-04  -6.0226155e-03   2.1285810e-04
   3.1182892e-01  -6.7689693e-01  -1.4405735e-02  -2.8055440e-03  -1.1565549e-02   1.3558544e-03
   3.1182892e-01  -6.6168574e-01  -1.2147936e-02  -2.0829736e-03  -1.7108909e-02   2.5183166e-03
   3.1182892e-01  -6.4647460e-01  -7.8181957e-03  -8.5924632e-04  -2.2532027e-02   3.6809169e-03
   3.1182892e-01  -6.3126341e-01  -3.0269233e-03   4.4734062e-04  -2.7772115e-02   4.8335611e-03
   3.1182892e-01  -6.1605227e-01   1.2558849e-03   6.2594642e-04  -3.2834919e-02   5.9700144e-03
   3.1182892e-01  -6.0084108e-01   3.3833300e-03   1.4486095e-03  -3.7754993e-02   7.0993906e-03
   3.1182892e-01  -5.8562994e-01   3.5833593e-03   1.0637686e-03  -4.2602562e-02   8.2358259e-03
   3.1182892e-01  -5.7041875e-01   2.6334582e-03   8.4948320e-05  -4.7383632e-02   9.3823832e-03
   3.1182892e-01  -5.5520759e-01  -3.0288798e-04   1.0552678e-03  -5.1928278e-02   1.0497873e-02
   3.1182892e-01  -5.3999642e-01  -4.7441589e-03   2.3307540e-03  -5.6369419e-02   1.1613275e-02
   3.1182892e-01  -5.2478526e-01  -9.5686422e-03   2.6475576e-03  -6.0687872e-02   1.2721987e-02
   3.1182892e-01  -5.0957409e-01  -1.2612857e-02   2.3213589e-03  -6.4868324e-02   1.3823601e-02
   3.1182892e-01  -4.9436292e-01  -1.3205103e-02   1.0910424e-03  -6.8921240e-02   1.4916085e-02
   3.1182892e-01  -4.7915176e-01  -1.1305155e-02   3.0896022e-04  -7.2850035e-02   1.6001877e-02
   3.1182892e-01  -4.6394059e-01  -6.4957184e-03   1.0821903e-04  -7.6647447e-02   1.7080072e-02
   3.1182892e-01  -4.4872942e-01  -1.5883635e-03  -5.4154248e-04  -8.0330253e-02   1.8148367e-02
   3.1182892e-01  -4.3351826e-01   2.7533863e-03  -2.1534144e-03  -8.3854415e-02   1.9205181e-02
   3.1182892e-01  -4.1830709e-01   6.4423421e-03  -3.9889987e-03  -8.7281733e-02   2.0262349e-02
   3.1182892e-01   4.1830709e-01   6.4154327e-03   2.4620769e-03  -8.7281820e-02   2.0262343e-02
   3.1182892e-01   4.3351826e-01   2.7412181e-03   1.3495341e-03  -8.3854549e-02   1.9205229e-02
   3.1182892e-01   4.4872942e-01  -1.6064910e-03   5.8783047e-04  -8.0330522e-02   1.8148369e-02
   3.1182892e-01   4.6394059e-01  -6.5159734e-03  -2.2326907e-04  -7.6647777e-02   1.7080056e-02
   3.1182892e-01   4.7915176e-01  -1.1319079e-02  -1.0354958e-03  -7.2850300e-02   1.6001834e-02
   3.1182892e-01   4.9436292e-01  -1.3222944e-02  -1.4535851e-03  -6.8921891e-02   1.4916174e-02
   3.1182892e-01   5.0957409e-01  -1.2644629e-02  -1.5625775e-03  -6.4869324e-02   1.3823884e-02
   3.1182892e-01   5.2478526e-01  -9.5993232e-03  -1.6777357e-03  -6.0688392e-02   1.2722168e-02
   3.1182892e-01   5.3999642e-01  -4.7677264e-03  -1.5921482e-03  -5.6369783e-02   1.1613366e-02
   3.1182892e-01   5.5520759e-01  -3.1393087e-04  -1.1213232e-03  -5.1928548e-02   1.0497922e-02
   3.1182892e-01   5.7041875e-01   2.6279420e-03  -6.5836163e-04  -4.7383910e-02   9.3826093e-03
   3.1182892e-01   5.8562994e-01   3.5867839e-03  -9.5160282e-05  -4.2607357e-02   8.2374136e-03
   3.1182892e-01   6.0084108e-01   3.3956039e-03   1.5440508e-04  -3.7760867e-02   7.1013478e-03
   3.1182892e-01   6.1605227e-01   1.2456317e-03  -2.3567086e-04  -3.2836759e-02   5.9709521e-03
   3.1182892e-01   6.3126341e-01  -2.9612351e-03  -4.3810265e-04  -2.7770465e-02   4.8334354e-03
   3.1182892e-01   6.4647460e-01  -7.7819871e-03  -6.2119377e-04  -2.2532379e-02   3.6810046e-03
   3.1182892e-01   6.6168574e-01  -1.2113062e-02  -1.3384128e-03  -1.7108912e-02   2.5184259e-03
   3.1182892e-01   6.7689693e-01  -1.4376142e-02  -1.9709309e-03  -1.1564999e-02   1.3559671e-03
   3.1182892e-01   6.9210807e-01  -1.3905829e-02  -1.7174770e-03  -6.0226531e-03   2.1298638e-04
   3.1182892e-01   7.0731926e-01  -1.1549953e-02  -1.1555857e-03  -3.3893731e-04  -9.3768536e-04
   3.1182892e-01   7.2253040e-01  -6.0747283e-03  -1.6946759e-04   5.5779385e-03  -2.1075441e-03
   3.1182892e-01   7.3774159e-01  -8.1724842e-04   6.8818728e-04   1.1606050e-02  -3.2689399e-03
   3.1182892e-01   7.5295278e-01   3.5643686e-03   1.2386379e-03   1.7782895e-02  -4.4386296e-03
   3.1182892e-01   7.6816392e-01   5.2833110e-03   1.4365886e-03   2.4119130e-02  -5.6126913e-03
   3.1182892e-01   7.8337511e-01   5.0486909e-03   1.3516779e-03   3.0575215e-02  -6.7839921e-03
   3.1182892e-01   7.9858625e-01   2.8189774e-03   8.2313646e-04   3.7161290e-02  -7.9524108e-03
   3.1182892e-01   8.1379744e-01  -1.2225248e-04   3.4662311e-04   4.3882964e-02  -9.1222256e-03
   3.1182892e-01   8.2900858e-01  -5.1582459e-03   1.9760863e-04   5.0674849e-02  -1.0281017e-02
   3.1182892e-01   8.4421977e-01  -9.7600750e-03  -1.9752172e-04   5.7612264e-02  -1.1438717e-02
   3.1182892e-01   8.5943091e-01  -1.2701986e-02  -6.9283334e-04   6.4705529e-02  -1.2599694e-02
   3.1182892e-01   8.7464210e-01  -1.3022981e-02  -1.3615545e-03   7.1889794e-02  -1.3744659e-02
   3.1182892e-01   8.8985324e-01  -9.0219339e-03  -1.5349000e-03   7.9295988e-02  -1.4911628e-02
   3.1182892e-01   9.0506443e-01  -2.1446848e-03  -1.4731021e-03   8.6835833e-02  -1.6075481e-02
   3.2704009e-01  -9.0506443e-01   3.5097593e-03  -5.1993154e-03   8.9407500e-02  -1.6457901e-02
   3.2704009e-01  -8.8985324e-01  -2.9354153e-03  -5.5702915e-03   8.1888225e-02  -1.5308027e-02
   3.2704009e-01  -8.7464210e-01  -6.4041093e-03  -3.6319447e-03   7.4515850e-02  -1.4156530e-02
   3.2704009e-01  -8.5943091e-01  -6.3675260e-03   3.8258878e-03   6.7301714e-02  -1.3011816e-02
   3.2704009e-01  -8.4421977e-01  -4.3241981e-03   5.0438086e-03   6.0201279e-02  -1.1858698e-02
   3.2704009e-01  -8.2900858e-01  -1.4052498e-03   4.0225665e-03   5.3331834e-02  -1.0719288e-02
   3.2704009e-01  -8.1379744e-01   2.0090541e-03   4.7254250e-04   4.6515119e-02  -9.5664259e-03
   3.2704009e-01  -7.9858625e-01   4.2196337e-03  -1.0169623e-03   3.9765184e-02  -8.4017256e-03
   3.2704009e-01  -7.8337511e-01   5.6900142e-03  -1.2103588e-03   3.3180469e-02  -7.2427804e-03
   3.2704009e-01  -7.6816392e-01   6.2556418e-03  -1.4060886e-03   2.6714953e-02  -6.0801581e-03
   3.2704009e-01  -7.5295278e-01   4.9686111e-03  -5.9564652e-04   2.0382838e-02  -4.9164659e-03
   3.2704009e-01  -7.3774159e-01   2.1899918e-03  -1.4079488e-03   1.4214753e-02  -3.7601136e-03
   3.2704009e-01  -7.2253040e-01  -1.2560284e-03   2.4247104e-03   8.2619609e-03  -2.6214324e-03
   3.2704009e-01  -7.0731926e-01  -5.0411859e-03   3.8806257e-04   2.3335527e-03  -1.4603461e-03
   3.2704009e-01  -6.9210807e-01  -7.6001648e-03  -2.6880366e-03  -3.4466645e-03  -3.0551286e-04
   3.2704009e-01  -6.7689693e-01  -8.3133845e-03  -3.0359194e-03  -9.0026397e-03   8.2333540e-04
   3.2704009e-01  -6.6168574e-01  -6.4435706e-03  -1.7621428e-03  -1.4507871e-02   1.9709067e-03
   3.2704009e-01  -6.4647460e-01  -3.1415938e-03  -1.5788424e-03  -1.9955738e-02   3.1301939e-03
   3.2704009e-01  -6.3126341e-01   6.0403763e-06  -7.2388196e-04  -2.5203869e-02   4.2692332e-03
   3.2704009e-01  -6.1605227e-01   2.4227470e-03   5.8653398e-04  -3.0247697e-02   5.3891594e-03
   3.2704009e-01  -6.0084108e-01   4.1637011e-03   1.9427995e-03  -3.5145859e-02   6.4998097e-03
   3.2704009e-01  -5.8562994e-01   4.3143356e-03   9.3579017e-04  -3.9967940e-02   7.6167289e-03
   3.2704009e-01  -5.7041875e-01   3.5155188e-03   8.5909394e-04  -4.4726285e-02   8.7424922e-03
   3.2704009e-01  -5.5520759e-01   1.5770940e-03   1.2863750e-03  -4.9332988e-02   9.8584124e-03
   3.2704009e-01  -5.3999642e-01  -1.5889239e-03   1.9883666e-03  -5.3777852e-02   1.0958834e-02
   3.2704009e-01  -5.2478526e-01  -4.6260824e-03   2.2986275e-03  -5.8090599e-02   1.2052281e-02
   3.2704009e-01  -5.0957409e-01  -7.1264987e-03   2.2469815e-03  -6.2282471e-02   1.3139861e-02
   3.2704009e-01  -4.9436292e-01  -7.0364335e-03   1.6143073e-03  -6.6340152e-02   1.4217832e-02
   3.2704009e-01  -4.7915176e-01  -4.8623951e-03   6.6901854e-04  -7.0271803e-02   1.5285992e-02
   3.2704009e-01  -4.6394059e-01  -1.8348318e-03   1.3086109e-04  -7.4080461e-02   1.6345278e-02
   3.2704009e-01  -4.4872942e-01   1.8348443e-03  -6.5583240e-04  -7.7745116e-02   1.7394920e-02
   3.2704009e-01  -4.3351826e-01   5.0895281e-03  -2.4845549e-03  -8.1283495e-02   1.8433782e-02
   3.2704009e-01  -4.1830709e-01   7.3495004e-03  -3.9521351e-03  -8.4693192e-02   1.9458785e-02
   3.2704009e-01  -4.0309592e-01   9.1822229e-03  -4.6579181e-03  -8.7974700e-02   2.0480819e-02
   3.2704009e-01   4.0309592e-01   9.1705007e-03   4.1649588e-03  -8.7974751e-02   2.0480774e-02
   3.2704009e-01   4.1830709e-01   7.3257856e-03   2.7995860e-03  -8.4693289e-02   1.9458749e-02
   3.2704009e-01   4.3351826e-01   5.0782548e-03   1.7457863e-03  -8.1283717e-02   1.8433770e-02
   3.2704009e-01   4.4872942e-01   1.8111560e-03   8.3196276e-04  -7.7745642e-02   1.7394781e-02
   3.2704009e-01   4.6394059e-01  -1.8514523e-03   2.5200588e-05  -7.4079672e-02   1.6345818e-02
   3.2704009e-01   4.7915176e-01  -4.9414994e-03  -5.6810584e-04  -7.0268261e-02   1.5284339e-02
   3.2704009e-01   4.9436292e-01  -7.0878563e-03  -9.7559079e-04  -6.6339415e-02   1.4217018e-02
   3.2704009e-01   5.0957409e-01  -7.1665609e-03  -1.3081693e-03  -6.2283344e-02   1.3139988e-02
   3.2704009e-01   5.2478526e-01  -4.6668823e-03  -1.5942987e-03  -5.8091283e-02   1.2052419e-02
   3.2704009e-01   5.3999642e-01  -1.6246224e-03  -1.5442016e-03  -5.3778588e-02   1.0958994e-02
   3.2704009e-01   5.5520759e-01   1.5521594e-03  -1.1797484e-03  -4.9333270e-02   9.8584611e-03
   3.2704009e-01   5.7041875e-01   3.4937735e-03  -8.4728793e-04  -4.4726902e-02   8.7426544e-03
   3.2704009e-01   5.8562994e-01   4.2928313e-03  -5.1020653e-04  -3.9969985e-02   7.6173356e-03
   3.2704009e-01   6.0084108e-01   4.1528809e-03  -2.4123572e-04  -3.5149469e-02   6.5011169e-03
   3.2704009e-01   6.1605227e-01   2.4334579e-03  -3.4225013e-04  -3.0247159e-02   5.3892841e-03
   3.2704009e-01   6.3126341e-01   1.5099365e-05  -1.4734874e-04  -2.5203713e-02   4.2692744e-03
   3.2704009e-01   6.4647460e-01  -3.1376745e-03  -2.6390198e-04  -1.9956084e-02   3.1303007e-03
   3.2704009e-01   6.6168574e-01  -6.4355431e-03  -7.2430066e-04  -1.4507858e-02   1.9710159e-03
   3.2704009e-01   6.7689693e-01  -8.2950213e-03  -9.8551472e-04  -9.0024120e-03   8.2348116e-04
   3.2704009e-01   6.9210807e-01  -7.5828215e-03  -4.1070922e-04  -3.4470812e-03  -3.0539358e-04
   3.2704009e-01   7.0731926e-01  -5.0326110e-03   1.9753510e-04   2.3334566e-03  -1.4602223e-03
   3.2704009e-01   7.2253040e-01  -1.2513098e-03   8.6163798e-04   8.2625094e-03  -2.6212521e-03
   3.2704009e-01   7.3774159e-01   2.2206754e-03   1.3194849e-03   1.4214690e-02  -3.7599098e-03
   3.2704009e-01   7.5295278e-01   5.0109441e-03   1.6125297e-03   2.0382285e-02  -4.9163036e-03
   3.2704009e-01   7.6816392e-01   6.3052231e-03   1.6941443e-03   2.6714410e-02  -6.0800293e-03
   3.2704009e-01   7.8337511e-01   5.7259539e-03   1.4636756e-03   3.3179935e-02  -7.2426490e-03
   3.2704009e-01   7.9858625e-01   4.2244942e-03   1.0772877e-03   3.9764640e-02  -8.4015938e-03
   3.2704009e-01   8.1379744e-01   2.0092903e-03   6.9770555e-04   4.6514564e-02  -9.5662915e-03
   3.2704009e-01   8.2900858e-01  -1.4136486e-03   4.5554816e-04   5.3331009e-02  -1.0719151e-02
   3.2704009e-01   8.4421977e-01  -4.3475694e-03   1.7168339e-04   6.0200514e-02  -1.1858559e-02
   3.2704009e-01   8.5943091e-01  -6.4002864e-03  -1.9721021e-04   6.7301129e-02  -1.3011653e-02
   3.2704009e-01   8.7464210e-01  -6.4685365e-03  -6.3405886e-04   7.4515254e-02  -1.4156361e-02
   3.2704009e-01   8.8985324e-01  -3.0018611e-03  -8.7487488e-04   8.1887618e-02  -1.5308331e-02
   3.2704009e-01   9.0506443e-01   3.4478551e-03  -8.1908534e-04   8.9406883e-02  -1.6458727e-02
   3.4225125e-01  -8.8985324e-01   4.2889924e-03  -4.9630398e-03   8.4677875e-02  -1.5731274e-02
   3.4225125e-01  -8.7464210e-01   1.4018775e-03  -2.3385018e-03   7.7296820e-02  -1.4587312e-02
   3.4225125e-01  -8.5943091e-01   4.4373289e-04  -7.6309991e-04   7.0011714e-02  -1.3436578e-02
   3.4225125e-01  -8.4421977e-01   1.2532668e-03   1.8009967e-03   6.2911549e-02  -1.2294836e-02
   3.4225125e-01  -8.2900858e-01   2.2840525e-03   2.7440369e-03   5.6080784e-02  -1.1171289e-02
   3.4225125e-01  -8.1379744e-01   3.6538307e-03   1.8259244e-03   4.9287999e-02  -1.0031665e-02
   3.4225125e-01  -7.9858625e-01   4.8752348e-03  -3.7444727e-04   4.2557194e-02  -8.8803156e-03
   3.4225125e-01  -7.8337511e-01   5.9270390e-03  -1.7246763e-04   3.5970689e-02  -7.7296224e-03
   3.4225125e-01  -7.6816392e-01   6.8894032e-03   2.0625222e-04   2.9479533e-02  -6.5747161e-03
   3.4225125e-01  -7.5295278e-01   6.4471342e-03  -2.4942761e-03   2.3135288e-02  -5.4189208e-03
   3.4225125e-01  -7.3774159e-01   4.9655732e-03  -2.8285960e-03   1.6950363e-02  -4.2708656e-03
   3.4225125e-01  -7.2253040e-01   2.6100926e-03   1.6528851e-03   1.1028688e-02  -3.1495233e-03
   3.4225125e-01  -7.0731926e-01   9.3086869e-04   1.7670685e-03   5.1306536e-03  -2.0064401e-03
   3.4225125e-01  -6.9210807e-01  -8.0643845e-04  -1.2709775e-03  -7.1538258e-04  -8.5033582e-04
   3.4225125e-01  -6.7689693e-01  -1.2566523e-03  -1.2699113e-03  -6.3309678e-03   2.7999744e-04
   3.4225125e-01  -6.6168574e-01  -9.2179817e-05   1.7429647e-03  -1.1781015e-02   1.4030687e-03
   3.4225125e-01  -6.4647460e-01   1.1549931e-03   2.9769608e-04  -1.7197030e-02   2.5440349e-03
   3.4225125e-01  -6.3126341e-01   2.6584214e-03  -6.2157051e-04  -2.2475970e-02   3.6754372e-03
   3.4225125e-01  -6.1605227e-01   3.6684781e-03   8.1457795e-04  -2.7514502e-02   4.7804495e-03
   3.4225125e-01  -6.0084108e-01   4.5500471e-03   2.2948285e-03  -3.2439114e-02   5.8844527e-03
   3.4225125e-01  -5.8562994e-01   4.6502428e-03   1.1639109e-03  -3.7246120e-02   6.9827480e-03
   3.4225125e-01  -5.7041875e-01   4.0683881e-03   1.0369374e-03  -4.1965763e-02   8.0875802e-03
   3.4225125e-01  -5.5520759e-01   2.9878859e-03   1.5835679e-03  -4.6598737e-02   9.1931285e-03
   3.4225125e-01  -5.3999642e-01   1.5126554e-03   1.9618243e-03  -5.1060566e-02   1.0281055e-02
   3.4225125e-01  -5.2478526e-01  -1.9725836e-04   2.3247688e-03  -5.5375322e-02   1.1359875e-02
   3.4225125e-01  -5.0957409e-01  -8.6846837e-04   2.1261147e-03  -5.9564405e-02   1.2431648e-02
   3.4225125e-01  -4.9436292e-01  -7.0372479e-04   1.5686155e-03  -6.3635733e-02   1.3494380e-02
   3.4225125e-01  -4.7915176e-01   4.8753772e-04   6.7322261e-04  -6.7567628e-02   1.4546084e-02
   3.4225125e-01  -4.6394059e-01   2.7907030e-03   1.7193391e-04  -7.1369705e-02   1.5586105e-02
   3.4225125e-01  -4.4872942e-01   5.1458607e-03  -8.6369377e-04  -7.5043262e-02   1.6617123e-02
   3.4225125e-01  -4.3351826e-01   6.9045439e-03  -2.2912613e-03  -7.8596735e-02   1.7640085e-02
   3.4225125e-01  -4.1830709e-01   8.1137611e-03  -3.2615390e-03  -8.1999559e-02   1.8644879e-02
   3.4225125e-01  -4.0309592e-01   8.8012887e-03  -4.2370541e-03  -8.5298731e-02   1.9642492e-02
   3.4225125e-01  -3.8788476e-01   9.0140900e-03  -5.3129711e-03  -8.8464168e-02   2.0631611e-02
   3.4225125e-01   3.8788476e-01   9.0329513e-03   5.5743602e-03  -8.8464718e-02   2.0631732e-02
   3.4225125e-01   4.0309592e-01   8.7953772e-03   4.5906384e-03  -8.5298807e-02   1.9642457e-02
   3.4225125e-01   4.1830709e-01   8.0946133e-03   3.1155992e-03  -8.1999747e-02   1.8644840e-02
   3.4225125e-01   4.3351826e-01   6.8925931e-03   2.0289872e-03  -7.8597029e-02   1.7640053e-02
   3.4225125e-01   4.4872942e-01   5.0857193e-03   1.0371973e-03  -7.5046016e-02   1.6616833e-02
   3.4225125e-01   4.6394059e-01   2.7878318e-03   2.3712264e-04  -7.1369732e-02   1.5586022e-02
   3.4225125e-01   4.7915176e-01   6.0017511e-04  -2.3894437e-04  -6.7562961e-02   1.4543471e-02
   3.4225125e-01   4.9436292e-01  -7.3689871e-04  -6.9174336e-04  -6.3628874e-02   1.3492327e-02
   3.4225125e-01   5.0957409e-01  -9.5607841e-04  -1.2323425e-03  -5.9566102e-02   1.2431009e-02
   3.4225125e-01   5.2478526e-01  -2.3592205e-04  -1.5972469e-03  -5.5375219e-02   1.1359924e-02
   3.4225125e-01   5.3999642e-01   1.4762323e-03  -1.5349186e-03  -5.1060214e-02   1.0281110e-02
   3.4225125e-01   5.5520759e-01   2.9561300e-03  -1.3756014e-03  -4.6598436e-02   9.1932432e-03
   3.4225125e-01   5.7041875e-01   4.0330484e-03  -1.1780753e-03  -4.1966064e-02   8.0877634e-03
   3.4225125e-01   5.8562994e-01   4.6122940e-03  -9.6687770e-04  -3.7246740e-02   6.9830117e-03
   3.4225125e-01   6.0084108e-01   4.5139057e-03  -7.7526815e-04  -3.2439309e-02   5.8847729e-03
   3.4225125e-01   6.1605227e-01   3.6639661e-03  -3.2179060e-04  -2.7514099e-02   4.7805192e-03
   3.4225125e-01   6.3126341e-01   2.6574330e-03   1.9703229e-04  -2.2476354e-02   3.6755334e-03
   3.4225125e-01   6.4647460e-01   1.1444071e-03   2.8463682e-04  -1.7197540e-02   2.5441417e-03
